Latitude,Longitude,Height (m),Data Rate (kbpms)
48.181783,11.61394,38.1,0
48.181783,11.61394,38.3,0
48.181783,11.61394,38.5,13.272
48.181783,11.61394,38.7,0
48.181783,11.61394,38.9,36.336
48.181783,11.61394,39.1,0
48.181783,11.61394,39.3,0
48.181783,11.61394,39.5,0
48.181783,11.61394,39.7,24.224
48.181783,11.61394,39.9,0
48.181783,11.61394,40.1,18.152
48.181783,11.61394,40.3,1.28
48.181783,11.61394,40.5,12.112
48.181783,11.61394,40.7,6.496
48.181783,11.61394,40.9,0
48.181783,11.61394,41.1,22.376
48.181783,11.61394,41.3,0
48.181783,11.61394,41.5,28.856
48.181783,11.61394,41.7,0
48.181783,11.61394,41.9,12.112
48.181783,11.61394,42.1,1.248
48.181783,11.61394,42.4,0
48.181783,11.61394,42.6,13.432
48.181783,11.61394,42.8,0.624
48.181783,11.61394,43,58.376
48.181783,11.61394,43.2,0
48.181783,11.61394,43.4,12.784
48.181783,11.61394,43.6,60.616
48.181783,11.61394,43.8,3.92
48.181783,11.61394,44,65.448
48.181783,11.61394,44.2,4.432
48.181783,11.61394,44.4,5.744
48.181783,11.61394,44.6,72.672
48.181783,11.61394,44.8,6.768
48.181783,11.61394,45,4.384
48.181783,11.61394,45.2,78.624
48.181783,11.61394,45.4,4.384
48.181783,11.61394,45.6,24.224
48.181783,11.61394,45.8,4.248
48.181783,11.61394,46,12.112
48.181783,11.61394,46.2,4.512
48.181783,11.61394,46.4,0
48.181783,11.61394,46.6,60.56
48.181783,11.61394,46.8,0
48.181783,11.61394,47,0
48.181783,11.61394,47.2,46.64
48.181783,11.61394,47.4,0
48.181783,11.61394,47.6,1.752
48.181783,11.61394,47.8,24.224
48.181783,11.61394,48,12.784
48.181783,11.61394,48.2,12.112
48.181783,11.61394,48.3,23.744
48.181783,11.61394,48.5,20.736
48.181783,11.613939,48.7,0
48.181783,11.61394,48.8,12.112
48.181783,11.61394,48.9,12.112
48.181783,11.61394,49,12.112
48.181783,11.61394,49.1,0
48.181783,11.61394,49.1,12.112
48.181783,11.61394,49.2,0
48.181783,11.61394,49.3,20.736
48.181783,11.61394,49.4,12.112
48.181783,11.61394,49.4,0
48.181783,11.61394,49.5,19.768
48.181783,11.61394,49.5,0
48.181783,11.61394,49.6,25.976
48.181783,11.613939,49.6,12.848
48.181783,11.613939,49.6,24.224
48.181783,11.613939,49.7,12.112
48.181783,11.613939,49.7,0
48.181783,11.613939,49.7,0
48.181783,11.613939,49.7,12.112
48.181783,11.613939,49.7,24.224
48.181783,11.613939,49.7,0
48.181782,11.613939,49.7,12.112
48.181782,11.613939,49.7,25.472
48.181782,11.613939,49.7,12.112
48.181782,11.613939,49.7,22.256
48.181782,11.613939,49.7,4.176
48.181782,11.613939,49.7,24.224
48.181782,11.613939,49.7,13.368
48.181782,11.613939,49.7,0
48.181782,11.613939,49.7,0
48.181782,11.613939,49.7,24.224
48.181782,11.613939,49.7,12.8
48.181782,11.613939,49.7,13.36
48.181782,11.613939,49.7,20.736
48.181782,11.613939,49.7,12.112
48.181783,11.61394,49.7,0
48.181783,11.61394,49.8,12.112
48.181784,11.613941,49.8,24.224
48.181784,11.613941,49.8,12.112
48.181785,11.613942,49.8,0
48.181785,11.613942,49.8,20.736
48.181786,11.613943,49.8,0
48.181787,11.613944,49.8,19.488
48.181788,11.613945,49.8,0
48.181789,11.613946,49.8,29.904
48.181789,11.613947,49.8,12.112
48.18179,11.613948,49.8,0
48.181791,11.613948,49.8,12.112
48.181792,11.61395,49.8,0
48.181794,11.613951,49.8,12.112
48.181795,11.613952,49.8,12.112
48.181796,11.613953,49.8,0
48.181797,11.613954,49.8,12.112
48.181798,11.613956,49.9,36.336
48.1818,11.613957,49.9,0
48.181801,11.613958,49.9,0
48.181802,11.61396,49.8,0
48.181804,11.613961,49.8,12.112
48.181805,11.613963,49.8,0
48.181806,11.613964,49.8,12.112
48.181808,11.613966,49.8,12.112
48.181809,11.613967,49.8,0
48.181811,11.613969,49.8,16.544
48.181812,11.61397,49.8,24.224
48.181814,11.613972,49.8,24.224
48.181815,11.613974,49.8,0
48.181817,11.613975,49.8,0
48.181818,11.613977,49.8,12.112
48.18182,11.613979,49.8,0
48.181822,11.613981,49.8,6.328
48.181823,11.613983,49.8,12.112
48.181825,11.613984,49.8,0
48.181827,11.613986,49.7,24.224
48.181828,11.613988,49.7,12.112
48.18183,11.61399,49.7,0
48.181832,11.613992,49.7,36.336
48.181834,11.613994,49.8,20.576
48.181835,11.613996,49.7,24.224
48.181837,11.613998,49.7,8.816
48.181839,11.614,49.7,12.112
48.181841,11.614002,49.7,1.352
48.181843,11.614004,49.7,0
48.181845,11.614006,49.7,36.336
48.181846,11.614008,49.8,0
48.181848,11.61401,49.8,12.112
48.18185,11.614012,49.8,48.448
48.181852,11.614014,49.8,1.664
48.181854,11.614016,49.7,0
48.181855,11.614018,49.7,0
48.181857,11.61402,49.7,12.112
48.181859,11.614022,49.7,8.624
48.181861,11.614024,49.7,0
48.181863,11.614027,49.7,12.112
48.181865,11.614029,49.7,0
48.181867,11.614031,49.7,12.112
48.181868,11.614032,49.7,15.552
48.18187,11.614035,49.7,12.112
48.181872,11.614037,49.7,0
48.181874,11.614039,49.7,24.224
48.181876,11.614042,49.7,0
48.181878,11.614044,49.7,24.224
48.18188,11.614046,49.7,0
48.181882,11.614048,49.7,0
48.181884,11.61405,49.7,12.112
48.181886,11.614053,49.7,0
48.181888,11.614055,49.7,0
48.18189,11.614057,49.7,3.984
48.181892,11.61406,49.7,8.624
48.181894,11.614062,49.7,0
48.181896,11.614064,49.7,0
48.181898,11.614066,49.7,12.112
48.1819,11.614068,49.7,9.264
48.181902,11.61407,49.7,0
48.181904,11.614073,49.7,4.456
48.181906,11.614075,49.7,12.112
48.181908,11.614077,49.7,0
48.18191,11.614079,49.7,5.696
48.181912,11.614081,49.7,12.112
48.181914,11.614084,49.7,0
48.181916,11.614086,49.7,0
48.181918,11.614089,49.7,0
48.18192,11.61409,49.7,0
48.181922,11.614093,49.7,0
48.181924,11.614095,49.7,0
48.181926,11.614097,49.7,12.112
48.181929,11.6141,49.7,0
48.181931,11.614102,49.7,0
48.181933,11.614104,49.7,34.216
48.181935,11.614106,49.7,0
48.181937,11.614108,49.7,0
48.181939,11.614111,49.7,12.112
48.181941,11.614113,49.7,0
48.181943,11.614115,49.7,0
48.181945,11.614118,49.7,36.336
48.181949,11.614122,49.7,0
48.181951,11.614124,49.7,4.496
48.181953,11.614127,49.7,12.112
48.181955,11.614129,49.7,0
48.181957,11.614132,49.7,0
48.181959,11.614134,49.7,0
48.181961,11.614136,49.6,0
48.181964,11.614139,49.6,0
48.181966,11.614141,49.6,0
48.181968,11.614143,49.6,0
48.181947,11.61412,49.7,12.112
48.181969,11.614145,49.6,0
48.181971,11.614147,49.6,0
48.181973,11.61415,49.6,0
48.181975,11.614152,49.6,0
48.181978,11.614154,49.7,0
48.18198,11.614157,49.6,0
48.181982,11.614159,49.6,0
48.181984,11.614161,49.7,0
48.181986,11.614164,49.6,0
48.181988,11.614166,49.6,0
48.18199,11.614168,49.6,0
48.181992,11.614171,49.6,24.224
48.181994,11.614173,49.6,0
48.181996,11.614175,49.6,0
48.181998,11.614178,49.6,0
48.182009,11.614189,49.6,0
48.182011,11.614191,49.6,0
48.182013,11.614193,49.6,0
48.182015,11.614195,49.6,0
48.182017,11.614198,49.6,0
48.182019,11.6142,49.6,0
48.182021,11.614202,49.6,0
48.182023,11.614204,49.6,0
48.182025,11.614207,49.6,0
48.182027,11.614209,49.6,0
48.182029,11.614211,49.6,0
48.182031,11.614213,49.6,0
48.182033,11.614216,49.6,6.032
48.182035,11.614218,49.6,12.112
48.182037,11.61422,49.6,0
48.182039,11.614223,49.6,0
48.182041,11.614225,49.6,0
48.182043,11.614227,49.6,0
48.182045,11.614229,49.6,61.16
48.182047,11.614232,49.6,0
48.182049,11.614234,49.6,5.848
48.182052,11.614237,49.6,5.136
48.182054,11.614239,49.6,0
48.182056,11.614241,49.6,0
48.182058,11.614243,49.6,0
48.18206,11.614246,49.6,0
48.182062,11.614248,49.6,0
48.182064,11.61425,49.6,0
48.182066,11.614252,49.6,0
48.182067,11.614254,49.6,0
48.182069,11.614256,49.6,0
48.182071,11.614258,49.6,0
48.182072,11.61426,49.6,0
48.182074,11.614262,49.7,0
48.182075,11.614264,49.7,0
48.182077,11.614266,49.7,17.776
48.182079,11.614267,49.6,0
48.18208,11.614269,49.6,0
48.182082,11.614271,49.6,0
48.182083,11.614273,49.6,0
48.182085,11.614275,49.6,0
48.182087,11.614277,49.7,0
48.182088,11.614279,49.7,0
48.18209,11.614281,49.7,0
48.182094,11.614285,49.7,0
48.182095,11.614287,49.7,0
48.182097,11.614289,49.7,0
48.182099,11.614291,49.7,0
48.182101,11.614292,49.7,0
48.182102,11.614294,49.6,0
48.182104,11.614297,49.7,0
48.182092,11.614283,49.7,0
48.182106,11.614299,49.6,0
48.182108,11.6143,49.6,12.112
48.18211,11.614302,49.7,0
48.182112,11.614304,49.6,0
48.182114,11.614306,49.6,0
48.182115,11.614308,49.6,8.896
48.182117,11.61431,49.6,8.624
48.182119,11.614313,49.6,0
48.182121,11.614315,49.6,8.624
48.182123,11.614317,49.6,4.976
48.182125,11.614319,49.6,0
48.182127,11.614321,49.6,0
48.182128,11.614323,49.6,0
48.18213,11.614325,49.6,0
48.182132,11.614327,49.6,0
48.182134,11.614329,49.6,0
48.182135,11.614331,49.6,0
48.182137,11.614333,49.7,0
48.182139,11.614334,49.7,0
48.182141,11.614337,49.7,0
48.182143,11.614339,49.7,0
48.182144,11.614341,49.7,0
48.182146,11.614343,49.7,0
48.182148,11.614345,49.7,0
48.18215,11.614347,49.7,0
48.182152,11.614349,49.7,0
48.182162,11.614363,49.7,23.592
48.182162,11.614363,49.7,0
48.182163,11.614364,49.7,0
48.182163,11.614364,49.7,5.56
48.182163,11.614364,49.7,0
48.182162,11.614364,49.7,0
48.182162,11.614365,49.7,0
48.182162,11.614365,49.6,0
48.182162,11.614365,49.6,0
48.182162,11.614365,49.6,0
48.182162,11.614366,49.6,4.968
48.182161,11.614366,49.6,0
48.182161,11.614366,49.6,0
48.182161,11.614366,49.6,0
48.182161,11.614366,49.6,0
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,21.384
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,0
48.18216,11.614366,49.6,21.408
48.18216,11.614365,49.6,58.424
48.18216,11.614365,49.6,49.08
48.18216,11.614365,49.6,17.088
48.182159,11.614365,49.6,0
48.182159,11.614365,49.6,0
48.182159,11.614364,49.6,19.384
48.182159,11.614364,49.6,0
48.182159,11.614364,49.6,5.752
48.182159,11.614364,49.6,20.736
48.182158,11.614364,49.6,0
48.182158,11.614363,49.6,12.112
48.182158,11.614363,49.6,8.624
48.182157,11.614362,49.6,12.112
48.182157,11.614362,49.6,0
48.182157,11.614362,49.6,0
48.182156,11.614361,49.6,12.112
48.182156,11.614361,49.6,0
48.182155,11.61436,49.6,0
48.182155,11.61436,49.6,0
48.182154,11.614359,49.6,0
48.182154,11.614358,49.6,12.112
48.182153,11.614357,49.6,8.624
48.182152,11.614357,49.6,0
48.182151,11.614356,49.6,0
48.182151,11.614355,49.6,0
48.18215,11.614354,49.6,0
48.182149,11.614353,49.6,0
48.182148,11.614352,49.6,0
48.182147,11.614351,49.7,12.112
48.182145,11.61435,49.7,0
48.182144,11.614348,49.7,0
48.182143,11.614348,49.7,0
48.182143,11.614347,49.7,0
48.182143,11.614347,49.8,0
48.182143,11.614347,49.8,0
48.182142,11.614346,49.8,0
48.182143,11.614346,49.7,0
48.182143,11.614346,49.7,0
48.182142,11.614346,49.7,0
48.182142,11.614346,49.7,0
48.182142,11.614345,49.7,0
48.182142,11.614345,49.7,0
48.182142,11.614345,49.7,0
48.182142,11.614345,49.7,0
48.182142,11.614344,49.7,0
48.182142,11.614344,49.7,0
48.182142,11.614344,49.7,0
48.182142,11.614344,49.7,0
48.182142,11.614344,49.7,0
48.182142,11.614344,49.7,0
48.182142,11.614344,49.7,0
48.182142,11.614344,49.7,0
48.182143,11.614344,49.7,0
48.182143,11.614344,49.7,0
48.182143,11.614344,49.7,0
48.182143,11.614344,49.7,0
48.182143,11.614344,49.7,0
48.182143,11.614344,49.7,0
48.182143,11.614344,49.7,15.088
48.182143,11.614344,49.7,0
48.182143,11.614344,49.7,0
48.182144,11.614344,49.7,0
48.182144,11.614344,49.7,13.68
48.182144,11.614345,49.7,14.472
48.182144,11.614345,49.8,25.128
48.182144,11.614344,49.7,25.568
48.182144,11.614345,49.7,0
48.182144,11.614344,49.7,0
48.182144,11.614344,49.7,32.848
48.182144,11.614345,49.7,0
48.182144,11.614345,49.7,0
48.182144,11.614345,49.7,0
48.182145,11.614345,49.7,12.112
48.182145,11.614345,49.7,0.672
48.182145,11.614345,49.7,0
48.182145,11.614345,49.7,0
48.182145,11.614345,49.7,0
48.182145,11.614345,49.7,0
48.182145,11.614345,49.7,0
48.182145,11.614345,49.7,46.32
48.182146,11.614345,49.7,0
48.182146,11.614346,49.7,16.024
48.182146,11.614346,49.7,0.672
48.182146,11.614345,49.7,0
48.182146,11.614345,49.7,36.864
48.182146,11.614345,49.7,5.368
48.182146,11.614345,49.7,12.112
48.182145,11.614345,49.7,23.456
48.182146,11.614345,49.7,5.704
48.182146,11.614345,49.7,40.416
48.182146,11.614345,49.7,0
48.182146,11.614345,49.7,0
48.182146,11.614345,49.7,0
48.182146,11.614345,49.7,8.8
48.182146,11.614345,49.7,40.416
48.182146,11.614345,49.7,7.632
48.182146,11.614345,49.7,4.552
48.182146,11.614345,49.7,0
48.182146,11.614345,49.7,10.016
48.182146,11.614345,49.7,0
48.182146,11.614345,49.7,0
48.182146,11.614345,49.7,0
48.182146,11.614345,49.7,0
48.182146,11.614345,49.7,0
48.182146,11.614345,49.8,24.224
48.182146,11.614345,49.8,0
48.182146,11.614345,49.8,6.44
48.182146,11.614345,49.8,0
48.182146,11.614345,49.8,0
48.182147,11.614345,49.8,0
48.182147,11.614345,49.7,0
48.182147,11.614345,49.7,12.112
